ID,Par_No,SB_LIB,XD,XDP,XDPP,Xq,XqP,XqPP,X2,Ra,TD0P,TD0PP,Tq0P,Tq0PP,TJ,a,b,n,D_Sec,Note
186,186,0,1.3186,0.2666,0.1827,0.8087,0.8087,0.1827,0.4008,0,6,0.05,0,0.05,6.19,1,0,2,0,_____
187,187,0,0.9877,0.2277,0.1878,0.6173,0.6173,0.1998,0.1937,0,5.7344,0.073,0.2416,0.06,5.999,1,0.1,5.8,0,_____
188,188,0,1.134,0.3792,0.2688,0.7658,0,0.2786,0.274,0,3.759,0.03,0,0.03,1.7787,1,0,2,0,____
189,189,0,1.8548,0.2568,0.1693,1.8548,0.2568,0.1694,0.1867,0,9.223,0.0507,1.025,0.0507,7.4,1,0.136,6.30863,0,___31_
190,190,0,1.8899,0.2717,0.1952,1.8899,0.2717,0.1952,0.2008,0,8.446,0.046,0.938,0.066,7.718,1,0,2,0,___61#____0.001456_
191,191,0,1.0916,0.2768,0.1935,0.5974,0.5974,0.297,0.2397,0.003868,5.28,0.0614,0.0614,0.0614,5.5,1,0,2,0,_____
192,192,0,1.238733,0.129766,0.097466,1.159966,0.2091,0.078766,0.099733,0,9.843,0.022,0.935,0.034,16.9858,0.89,0.11,9.96,0,____
193,193,0,0.283875,0.041,0.028895,0.283875,0.056603,0.028895,0.035252,0.000301,8.45,0.035,0.276,0.221,83.9752,0.9,0,9,0,____
194,194,0,0.283875,0.040996,0.028895,0.283875,0.0566,0.028895,0.035252,0.000301,8.45,0.035,0.276,0.221,59.79,0.9,0,9,0,___
195,195,0,0.525526,0.07276,0.047968,0.525526,0.07276,0.047968,0.0608,0,10.488,0.0478,1.165,0.0478,25.981,0.935,0.054,10.878,0,____
196,196,0,0.452045,0.077272,0.056151,0.419333,0.069545,0.06053,0.058475,0,4.7,0.039,4.7,0.039,29.352,0.98105,0.09739,12.02812,0,____
197,197,0,0.626242,0.226592,0.175997,0.441357,0.441357,0.167736,0.171798,0,5.4335,0.038,0.06,0.1129,15.33,1,0,9,0,____
198,198,0,1.05,0.2296,0.19,0.6561,0.6562,0.2159,0.2025,0,8.3735,0.0927,0.1231,0.2679,6.4,1,0.238,5.46,0,____
199,199,0,0.9658,0.3331,0.2351,0.654,0.654,0.2673,0.2502,0.00325,6.655,0.074,0.168,0.149,7.7,1,0,2,0,_____
200,200,0,1.019,0.2641,0.1711,0.6374,0.6347,0.177,0.174,0,6,0.04,0.3,0.06,7.5,1,0.145,7.84,0,_____
201,201,0,0.993,0.299,0.206,0.636,0.636,0.216,0.173806,0,6.27,0.05,0.2,0.075,5.11,1,0.086,7.572,0,___1_?
202,202,0,0.993,0.299,0.206,0.636,0.636,0.216,0.173806,0,6.2,0.05,0.2,0.07,5.11,1,0.085,7.026,0,___2_?
203,203,0,0.992,0.257,0.201,0.608,0.24,0.24,0.22,0,8.77,0.14,0.3,0.3,8.7,1,0.174,8.09,0,_____
204,204,0,1.14,0.31,0.215,0.76,0.6,0.24,0.23,0,9.85,0.1335,0,0.1335,5.58,0.93,0.07,8.043,0,_____
205,205,0,0.9921,0.3271,0.2613,0.6704,0.6704,0.2876,0.2635,0,5.92,0.04,0,0.06,7.1867,1,0.159,7.6407,0,___#1_
206,206,0,1.867,0.257,0.18,1.878,1.878,0.202,0.22,0,6.9,0.119,0,0.119,5.972,1,0,1,0,125MW__
207,207,0,0.525526,0.07276,0.047968,0.525526,0.07276,0.047968,0.05291,0,8.94,0.05,1.025,0.05,25.976,1,0.13,7.43215,0,___#1_
208,208,0,0.525526,0.07276,0.047968,0.525526,0.07276,0.047968,0.05291,0,7.7,0.05,1.025,0.05,25.976,1,0.137,7.36212,0,___#2_
209,209,0,0.3238,0.045877,0.033234,0.3163,0.05952,0.032349,0.032792,0,8.724,0.045,0.969,0.069,59.0607,0.95,0.05,8.73,0,___#12_
210,210,0,0.340443,0.045529,0.033234,0.331392,0.06681,0.032349,0.032792,0,8.724,0.045,0.969,0.069,59.0607,0.95,0.05,8.73,0,___#12_
211,211,0,0.868416,0.267279,0.181014,0.568372,0.568372,0.198075,0.201837,0,7.798,0.051,0.1279,0.0474,11.96613,1,0.1,8.50255,0,____
212,212,0,0.868416,0.267279,0.181014,0.568372,0.568372,0.198075,0.201837,0,7.798,0.051,0.1279,0.0474,11.966,1,0.099,7.60357,0,___#2_
213,213,0,0.868416,0.267279,0.181014,0.568372,0.568372,0.198075,0.201837,0,7.798,0.051,0.1279,0.0474,11.966,1,0.09,8.34943,0,___#3_
214,214,0,0.497,0.0699,0.055,0.4807,0,0.068,0.0457,0,6.06,0.18,0,0.14,28.02658,0.9,0.11,9,0,GE_ 95__
215,215,0,2.148,0.239,0.189,2.148,2.148,0.189,0.188,0,8.6,0.044,0.956,0.074,5.272,1,0,1,0,__7__
216,216,0,0.414375,0.07225,0.051472,0.384389,0.096333,0.055486,0.053597,0,4.7,0.03,0,0.05,31.40468,1,0.1655,6.04619,0,___1-4_
217,217,0,0.264758,0.072514,0.056314,0.179999,0.179999,0.062485,0.059399,0,10.334,0.123,0.306,0.306,30.17778,1,0.2205,5.22298,0,___1-5_
218,218,0,1.231789,0.345745,0.268391,0.784079,0.773531,0.323476,0.29066,0,6.941,0.052,0,0.07,5.328,1,0.141,6.71904,0,____#1
219,219,0,1.231789,0.345745,0.268391,0.784079,0.773531,0.323476,0.29066,0,6.941,0.052,0,0.07,5.328,1,0.115,7.74017,0,____#2
220,220,0,2.2274,0.2585,0.1803,2.2055,0.3388,0.1668,0.22,0,11.947,0.1733,1.117,0.032,7.922,1,0.1269,7.9742,0,___#1_
221,221,0,0.473131,0.064393,0.047548,0.461043,0.102087,0.046893,0.043446,0,8.47,0.045,0.941,0.075,32.518,0.9,0.11,9,0,____
222,222,0,0.522466,0.068708,0.047996,0.522466,0.068708,0.047996,0.04868,0,4.345,0.0507,1.025,0.0507,26.1509,0.9895,0.06875,11.78303,0,____
223,223,0,0.283874,0.040995,0.028895,0.283874,0.056603,0.028895,0.035254,0,8.45,0.047,0.938,0.065,55.6349,0.895,0.0859,9.6,0,____1#
224,224,0,0.283874,0.040995,0.028895,0.283874,0.056603,0.028895,0.035254,0,8.5,0.047,0.938,0.065,55.6349,0.895,0.0859,9.6,0,____1#
225,225,0,1.074559,0.160264,0.12078,1.029848,0.107367,0.106234,0.13476,0,8,0.044,1.013,0.044,14.08556,1,0.1048,7.39012,0,____12
226,226,0,0.285,0.04116,0.029014,0.285,0.05683,0.029014,0.035254,0,8.5,0.047,0.938,0.065,55.389,0.895,0.0859,9.6,0,____
227,227,0,0.283874,0.040995,0.028895,0.283874,0.056603,0.028895,0.035254,0,8.5,0.047,0.938,0.065,55.389,0.895,0.0859,9.6,0,____
228,228,0,1.05,0.307,0.21,0.657,0.657,0.232,0.221,0,8.176,0.04,0.213,0.06,5.546,1,0.185,5.74,0,_____
229,229,0,1.046,0.322,0.232,0.727,0.727,0.226,0.229,0.001962,9.642,0.128,0.328,0.328,10.577,1,0.129,7.75454,0,____#4______
230,230,0,1.0559,0.2085,0.1549,0.4729,0.4729,0.2004,0.1626,0.01043,6.44,0.0555,0.1271,0.0521,5.93,1,0,2,0,____
231,231,0,1.073,0.309,0.238,0.75,0.75,0.234,0.236,0.001445,12.046,0.184,0.486,0.486,10.3,1,0,2,0,____
232,232,0,1.046,0.322,0.232,0.727,0.727,0.226,0.229,0.001895,9.642,0.128,0.328,0.328,10.577,1,0.129,7.75454,0,____#2____
233,233,0,0.905,0.316,0.234,0.577,0.577,0.246,0.24,0,3.97,0.0459,0.1,0.1,3.3,1,0.07,7,0,__#2__
234,234,0,1.152,0.285,0.203,0.738,0.738,0.2,0.203,0,11.389,0.366,0.432,0.111,7,1,0.14,9.3,0,____
235,235,0,0.987,0.2659,0.2157,0.622,0.622,0.275,0.244,0,5.2284,0.1096,0.2113,0.0935,8.0552,1,0.238,5.46,0,____
236,236,0,0.993,0.2912,0.2519,0.6496,0.6496,0.2691,0.2589,0,5.97,0.0559,0.1188,0.0364,7.55,1,0.09687,7.90667,0,____
237,237,0,1.063,0.272,0.219,0.677,0.677,0.27,0.241,0,1.453,0.097,0.203,0.081,4.53,0.9,0,9,0,_____
238,238,0,1.06,0.24,0.18,0.67,0.67,0.18,0.18,0,8.5,0.09,0.1,0.34,7.63,1,0,2,0,_____
239,239,0,1.073,0.309,0.238,0.75,0.75,0.234,0.236,0.001484,12.046,0.184,0.486,0.486,10.3,1,0,2,0,____
240,240,0,1.09,0.26,0.17,0.606,0.606,0.1714,0.17,0,4.92,0.063,0.164,0.047,4.45,1,0.1048,9.374,0,______._________
241,241,0,1.072,0.298,0.192,0.59,0.59,0.2,0.195,0,4.74,0.1916,0.12,0.06,4.99,1,0.143,6.227,0,____._________
242,242,0,1.072,0.298,0.192,0.69,0.69,0.2,0.195,0,4.251,0.1916,0.12,0.06,4.99,1,0.143,6.227,0,_______1_______
243,243,0,1.072,0.298,0.192,0.69,0.69,0.2,0.195,0,4.74,0.1916,0.12,0.06,4.99,1,0.143,6.227,0,_______1______
244,244,0,1.007,0.2934,0.1928,0.6382,0.6382,0.201,0.1969,0,5.95,0.12,0.128,0.08,5.71,1,0.097,5.365,0,______.______
245,245,0,1.007,0.2934,0.1928,0.6382,0.6382,0.201,0.1969,0,5.877,0.12,0.128,0.086,5.71,1,0.09852,5.037,0,_____________
246,246,0,0.988,0.269,0.189,0.5622,0.5622,0.307,0.17,0,5.86,0.261,0.08,0.037,4.94,1,0.114,5.083,0,___.________
247,247,0,1.074,0.286,0.286,0.663,0.663,0.663,0.474,0,5.89,0.16,0.112,0.098,3.7,1,0.184,6.013,0,___61_________
248,248,0,2.7833,0.3433,0.2167,0.6746,0,0.2167,0.264,0.00494,6,0.2,0,0.2,3.0825,0.885,0.11,9.96,0,GE_ 70
249,249,0,0.8418,0.1032,0.0614,0.2028,0,0.0614,0.0749,0.00081,6.4,0.171,0,0.171,14.18,0.95,0.051,8.727,0,GE_ 71
250,250,0,0.905,0.3016,0.213,0.5996,0.5996,0.2281,0.2204,0,6.15,0.081,0,0.05,6.85,0.89,0.11,9.96,0,___
251,251,0,0.635,0.259,0.161,0.45,0,0.175,0.177,0,5.53,0.051,0,0.051,9.63,0.88,0.12,9,0,GE_  1
252,252,0,0.997,0.406,0.273,0.703,0.7034,0.28,0.276612,0,5.6991,0.04,0,0.06,5.94,1,0.086,8.53942,0,___#14
253,253,0,0.387,0.157,0.101,0.278,0,0.102,0.102,0,5.95,0.077,0,0.077,14.1,0.9144,0.0825,9,0,GE_  2
254,254,0,1.099,0.432,0.298,0.766,0.766,0.306,0.302,0,6.983,0.04,0,0.06,5.773,1,0.09,8.94325,0,____#3
255,255,0,0.2665,0.0912,0.06765,0.1647,0,0.0706,0.0691,0,9.15,0.04,0,0.3,37.36,0.935,0.064,10.878,0,GE_ 73
256,256,0,2.1,0.265,0.201,2.05,0.422,0.198,0.199,0.002163,8.6,0.044,0.956,0.072,9.8029,0.9,0,9,0,20170710____________20170911______________20170927______________________
257,257,0,4.521,0.7882,0.5615,4.193,1.051,0.6053,0.625043,0,4.7,0.039,4.7,0.039,2.9346,0.9,0,9,0,_
258,258,0,2.208,0.1758,0.1417,1.951,0.3355,0.1401,0.1409,0,10.99,0.043,1.222,0.084,5.972,1,0,1,0,__5_6_
259,259,0,1.8929,0.27523,0.19847,1.8929,0.39363,0.19847,0.2223,0.002067,8.443,0.0464,0.9381,0.0664,6.36487,0.9,0,9,0,_- _________
260,260,0,1.8929,0.27523,0.19847,1.8929,0.39363,0.19847,0.2223,0.002067,8.443,0.0464,0.9381,0.0664,6.44325,0.9,0,9,0,_
261,261,0,2.0796,0.29977,0.21119,2.0796,0.41673,0.21119,0.2367,0.002205,8.446,0.0475,0.9384,0.0661,5.93266,0.9,0,9,0,_
262,262,0,1.21,0.33,0.222,0.75,0.75,0.245,0.2145,0,9.19,0.1,0,0.22,6.811,0.9,0,9,0,___
263,263,0,0.34,0.0468,0.0304,0.331,0.067,0.0304,0.0304,0,7.5,0.03,0.9,0.05,46.2819,0.9,0,9,0,GE_ 57
264,264,0,0.499,0.159,0.1043,0.34,0,0.13,0.104,0,7.24,0.05,0,0.05,15.8,0.89,0.11,10,0,GE_ 10
265,265,0,0.587,0.178,0.124,0.388,0,0.148,0.101,0,7.27,0.077,0,0.077,14.2,1.28,0.0001,9,0,GE_ 11
266,266,0,2.06,0.2702,0.1767,1.91,0.324,0.207,0.2155,0,9.87,0.06,1.1,0.06,4,1,0.1,6,0,______
267,267,0,2.17,0.26,0.172,2.01,0.312,0.2,0.21,0,9.6,0.06,1.06,0.06,4,1,0.1,6,0,______
268,268,0,0.5201,0.0577,0.0484,0.5201,0,0.0484,0.049,0,9.34,0.2,0,0.2,18.14,0.94,0.064,10.8,0,GE_ 94
269,269,0,2.197,0.325,0.207,1.93,0.4177,0.1902,0.2022,0,8.428,0.052,1.025,0.052,6.94,1,0.102,9.047,0,___#1
270,270,0,2.197,0.325,0.207,1.93,0.4177,0.1902,0.2022,0,8.428,0.052,1.025,0.052,5.59,1,0.13,7.08,0,___#2
271,271,0,2.0537,0.29977,0.21141,2.0537,0.41511,0.21141,0.25793,0.002708,7.56,0.1742,0.892,0.1742,8.07,1,0.1968,6.009,0,___#3-4
272,272,0,2.0537,0.29977,0.21141,2.0537,0.41511,0.21141,0.25793,0.002708,7.45,0.1742,0.892,0.1742,8.07,1,0.17,7.24,0,___#3-4
273,273,0,1.687,0.197,0.155,1.687,0.197,0.155,0.1707,0,9.2,0.045,2.082,0.045,2.5,1,0.15,6.82,0,___
274,274,0,2.0285,0.2657,0.182,2.0285,0.2657,0.182,0.2022,0,9.621,0.052,1.025,0.068,9.2593,1,0.16,8.01,0,____#1
275,275,0,2.0285,0.2657,0.182,2.0285,0.2657,0.182,0.2022,0,9.649,0.052,1.025,0.068,9.31,1,0.1912,7.408,0,____#2
276,276,0,2.12,0.30555,0.2086,2.12,0.30555,0.2086,0.2386,0,8.688,0.049,1.072,0.064,7.47,1,0.185,7.569,0,____
277,277,0,2.12,0.30555,0.2086,2.12,0.30555,0.2086,0.2386,0,9.649,0.049,1.072,0.064,7.47,1,0.15,7.4,0,____
278,278,0,0.34,0.0468,0.0304,0.331,0.067,0.0304,0.0304,0,7.5,0.03,0.9,0.05,67.1245,0.9,0,9,0,__#5_6
279,279,0,1.1195,0.395,0.2781,0.7893,0.7893,0.2894,0.2383,0,4.1841,0.0529,0.1275,0.0468,1.7207,1,0,2,0,___
280,280,0,2.4178,0.3238,0.2363,2.3957,0.4751,0.2299,0.2331,0,8.52,0.046,0.969,0.069,7.42,1,0.16,9.67,0,___#5-6
281,281,0,0.410429,0.0867,0.067029,0.461429,0.128957,0.066543,0.060714,0,6.06,0.18,0,0.14,30.59412,0.9,0.11,9,0,_____
282,282,0,2.1,0.265,0.201,2.05,0.422,0.198,0.199,0,9.82,0.044,0.956,0.072,8.03,1,0.126,6.049,0,_____
283,283,0,0.2836,0.0409,0.02881,0.2836,0.0409,0.028813,0.02985,0,8.446,0.0476,0.938,0.035,55.949,1,0.1449,7.088,0,___01
284,284,0,4.95,1.3634,0.8694,3.397,3.3967,0.8836,0.8741,0.02528,5.214,0.0234,0.0775,0,0.8564,0.88,0.12,9,0,____
285,285,0,1,0.342,0.2296,0.6791,0,0.238,0.238,0,5.56,0.05,0,0.05,6.525,0.88,0.12,9,0,__
286,286,0,0.833603,0.103239,0.06085,0.833603,0.102834,0.06085,0.074251,0.000855,6.55,0.051,6.55,0.051,12.147,0.95,0.051,8.727,0,__#8
287,287,0,0.452086,0.078825,0.056156,0.419371,0.1051,0.060535,0.058475,0,4.7,0.039,4.7,0.039,29.3523,0.98105,0.09739,12.02812,0,___09
288,288,0,0.509915,0.064873,0.049292,0.495751,0.108215,0.048725,0.049008,0.000657,8.6,0.0442,0.956,0.0744,18,0.9,0.31622,5.14022,0,___
289,289,0,0.323329,0.045157,0.033424,0.315143,0.065348,0.032742,0.033151,0.000275,9.01,0.045,0.956,0.069,65.5857,0.9,0,9,0,___01
290,290,0,2.614,0.264,0.225,2.484,0.712,0.248,0.236,0,8.86,0.036,2.5,0.2,9.553,1,0.22,8.572,0,____
291,291,0,61.029999,6.31,0,64,17.790001,0,5.00383,0,999,0,1.7,0,0.247,0.9,0,9,0,_
292,292,0,29.120001,3.28,0,32,9.216,0,2.60104,0,999,0,1.7,0,0.549,0.9,0,9,0,_
293,293,0,5.255,0.7277,0.4688,5.255,0.7277,0.4688,0.577066,0,9.22,0.052,1,0.052,3.196,0.9,0,9,0,_
294,294,0,3.927,0.5406,0.3774,4.029,1.178,0.2839,0.428696,0,7.5,0.03,1.7,0.05,2.6636,0.9,0,9,0,_
295,295,0,3.405,0.468,0.3345,3.315,0.6675,0.3225,0.371124,0,8.77,0.045,0.9,0.069,5.868,0.9,0,9,0,_
296,296,0,3.405,0.468,0.3345,3.315,0.6675,0.3225,0.371124,0,8.77,0.045,0.9,0.069,5.8786,0.9,0,9,0,_
297,297,0,1.811,0.2363,0.177,1.811,0.23,0.177,0.187386,0.001,8.3,0.035,0.93,0.035,3.61525,0.9,0,9,0,_
298,298,0,1.811,0.2363,0.177,1.811,0.23,0.177,0.187386,0.001,8.3,0.035,0.93,0.035,3.61864,0.9,0,9,0,_
299,299,0,8.033,0.8543,0.6418,7.51,1.237,0.4888,0.67746,0,11,0.03,1.7,0.05,2.2376,0.9,0,9,0,_
300,300,0,10.21,1.497,0.884,9.148,2.344,0.9917,1.187121,0,6.9,0.048,0.8,0.05,1.08424,0.9,0,9,0,_
301,301,0,0.505,0.0727,0.048,0.505,0.0727,0.048,0.0529,0.000514,4.345,0.0507,1.025,0.0507,26.15,0.98105,0.09739,12.02812,0,_____01
302,302,0,0.2595,0.03812,0.03052,0.25373,0.06315,0.0315,0.03052,0,5.21,0.019,0.599,0.03,64.265,1,0.042,8.28,0,___02
303,303,0,11,2.9,2.97,4.94,0,3.49,1.49,0,8,0.05,0,0.05,0.498,0.88,0.12,9,0,__
304,304,0,0.287556,0.042579,0.032684,0.27991,0.063568,0.032534,0.032684,0.000138,7.88,0.046,0.876,0.07,67.1245,0.9,0,9,0,____01
305,305,0,0.283629,0.0409,0.028813,0.283629,0.0409,0.028813,0.032442,0,8.446,0.0476,0.938,0.0476,56.57004,0.9,0,9,0,___01
306,306,0,0.520113,0.055666,0.048442,0.520113,0.088952,0.048442,0.049292,0.000543,8.04,0.2,0,0.2,18.49,0.98958,0.06875,11.78303,0,____
307,307,0,0.497,0.0699,0.055,0.497,0,0.055,0.0457,0,6.06,0.18,0,0.14,27.31,0.9,0.11,9,0,____
308,308,0,0.519417,0.066747,0.052572,0.513553,0.102087,0.053398,0.044417,0.000582,9.4,0.045,1.67,0.075,32.51865,0.98105,0.09739,12.02812,0,_____
309,309,0,5.5,1.45,1.485,2.47,0,1.745,0.745,0,8,0.05,0,0.05,0.996,0.88,0.12,9,0,___
310,310,0,4.5905,1.5751,1.1251,3.1503,3.1503,1.2151,1.2151,0.02957,3.13,0.023,0.05,0.04,0.54571,0.88,0,9,0,____#1_2
311,311,0,4.0954,1.3051,0.9451,2.7903,2.7903,1.1251,1.0351,0.02821,3.2,0.02,0.05,0.05,0.6527,0.88,0,9,0,____#3_6
312,312,0,0.9765,0.352,0.25,0.6759,0,0.28,0.2592,0,5.48,0.05,0,0.05,7.52259,0.88,0.12,9,0,___01-02
313,313,0,0.9265,0.352,0.25,0.6759,0,0.25,0.231,0,5.48,0.05,0,0.05,7.52259,0.88,0.12,9,0,___03-04
314,314,0,0.7645,0.2576,0.1875,0.5169,0.5169,0.2029,0.195,0,5.9,0.09,0.1952,0.1953,9.9,0.82111,0.35102,4.15076,0,__#5
315,315,0,2.7096,0.2998,0.2112,2.7096,0.2998,0.2112,0.2378,0,8.06,0.046,0.938,0.046,8.569,1,0.147,6.6659,0,___01
316,316,0,0.851254,0.104122,0.089078,0.80748,0.18912,0.074798,0.08351,0.000875,6.86,0.048,0.673,0.088,12.92,0.99332,0.01062,19.51095,0,___01
317,317,0,2.003,0.245,0.2096,1.9,0.445,0.176,0.1965,0,6.86,0.048,0.673,0.088,8.56,1,0.121,5.71805,0,___#2
318,318,0,1.47,0.507,0.346,1.011,0,0.356,0.352,0,7.76,0.05,0,0.05,4.182,0.89,0.11,10,0,GE_ 85
319,319,0,0.7192,0.2312,0.1692,0.4902,0,0.1823,0.177,0,5.53,0.051,0,0.051,13.69,0.9999,0.1518,3.93663,0,___05_06
320,320,0,8.5,1.041,0.8908,8.075,1.891,0.748,0.825513,0,6.86,0.048,0.7,0.088,2.2356,0.9,0,9,0,_
321,321,0,3.233,0.4515,0.3345,3.15,0.672,0.327,0.35804,0,8.61,0.045,1,0.069,6.038,0.9,0,9,0,_
322,322,0,3.404,0.4548,0.3318,3.313,0.649,0.323,0.360656,0,8.72,0.046,0.2,0.067,5.3386,0.9,0,9,0,_
323,323,0,3.404,0.4548,0.3318,3.313,0.649,0.323,0.360656,0,8.72,0.046,0.2,0.067,5.8534,0.9,0,9,0,_
324,324,0,4.777,0.6615,0.4363,4.777,0.6615,0.4363,0.52457,0,9.22,0.051,1,0.051,2.8606,0.9,0,9,0,_
325,325,0,3.233,0.3975,0.3075,3.15,0.5925,0.3015,0.315218,0,8.61,0.045,1,0.069,5.7834,0.9,0,9,0,_
326,326,0,5.225,0.6841,0.4622,5.225,0.6841,0.4622,0.542491,0,10.4,0.049,1.2,0.049,3.0636,0.9,0,9,0,_
327,327,0,2.751,0.3505,0.2536,2.613,1.013,0.2795,0.277946,0,5,0.03,1.7,0.05,8.4422,0.9,0,9,0,_
328,328,0,5.202,0.5568,0.4845,6.715,1.964,0.4732,0.441542,0,8.04,0.03,1.7,0.05,3.0416,0.9,0,9,0,_
329,329,0,5.255,0.7276,0.48,5.255,0.7276,0.48,0.576987,0,9.22,0.051,1,0.051,2.5988,0.9,0,9,0,_
330,330,0,5.781,0.8004,0.5157,5.781,0.8004,0.5157,0.634717,0,9.22,0.052,0.9,0.079,2.7212,0.9,0,9,0,_
331,331,0,2.61,0.3825,0.3045,2.543,0.6435,0.321,0.303322,0,5.24,0.019,0.6,0.03,6.038,0.9,0,9,0,_
332,332,0,5.1,0.6439,0.4868,4.966,1.043,0.4791,0.510613,0,8.6,0.044,1,0.052,3.0864,0.9,0,9,0,_
333,333,0,8.415,1.033,0.612,8.5,2.448,0.7098,0.819169,0,6.55,0.03,1.7,0.05,1.29176,0.9,0,9,0,_
334,334,0,5.255,0.7276,0.4799,5.255,0.7276,0.4799,0.576987,0,4.35,0.051,1,0.051,1.94118,0.9,0,9,0,_
335,335,0,5.1,0.6488,0.4799,4.958,1.082,0.4799,0.514498,0,999,0.051,1,0.051,2.8094,0.9,0,9,0,_
336,336,0,5.246,0.5221,0.3886,4.872,1.081,0.3886,0.414025,0,5.13,0.03,1.7,0.05,2.224,0.9,0,9,0,_
337,337,0,5.658,0.8378,0.4984,6.715,1.964,0.4732,0.664375,0,8.51,0.03,1.7,0.05,2.5764,0.9,0,9,0,_
338,338,0,2.944,0.423,0.3026,2.944,0.4245,0.3015,0.335439,0,8.45,0.047,0.9,0.047,6.66,0.9,0,9,0,_
339,339,0,5.202,0.5553,0.4845,6.715,1.964,0.4732,0.440353,0,8.04,0.03,1.7,0.05,3.0416,0.9,0,9,0,_
340,340,0,5.202,0.5553,0.4845,6.715,1.964,0.4732,0.440353,0,7.5,0.03,1.7,0.05,3.0416,0.9,0,9,0,_
341,341,0,3.404,0.4553,0.3384,3.314,0.6681,0.3236,0.361053,0,8.72,0.045,1,0.069,5.7146,0.9,0,9,0,_
342,342,0,2.836,0.4088,0.294,2.836,0.4088,0.294,0.324178,0,8.45,0.046,0.9,0.046,6.66,0.9,0,9,0,_
343,343,0,5.255,0.7276,0.48,5.255,0.7276,0.48,0.576987,0,9.22,0.051,1,0.051,2.6004,0.9,0,9,0,_
344,344,0,5.1,0.6488,0.493,4.958,1.082,0.4873,0.514498,0,8.6,0.044,1,0.074,3.3176,0.9,0,9,0,_
345,345,0,3.076,0.8741,0.6799,2.072,0,0.6475,0.568165,0,11.3,0.09,0,0.05,2.2758,0.9,0,9,0,_
346,346,0,2.353,0.2376,0.2025,2.236,0.6408,0.2232,0.188417,0,8.86,0.036,2.5,0.2,10.637,0.9,0,9,0,_
347,347,0,2.614,0.264,0.225,2.484,0.712,0.248,0.191,0,8.86,0.036,2.5,0.2,10.686,0.9,0,9,0,_
348,348,0,2.101,0.2652,0.2011,2.051,0.4223,0.1981,0.210304,0,8.6,0.044,1,0.072,7.94903,0.9,0,9,0,_
349,349,0,45.66,4.821,0,42.110001,11.71,0,3.823053,0,999,0,1.7,0,0.51342,0.9,0,9,0,_
350,350,0,5.047,0.6375,0.4781,4.595,1.841,0.4436,0.505537,0,5.93,0.03,1.7,0.05,2.2818,0.9,0,9,0,_
351,351,0,4.504,0.6296,0.5154,4.288,1.774,0.4276,0.499273,0,5.34,0.03,1.7,0.05,2.3674,0.9,0,9,0,_
352,352,0,5.255,0.7277,0.4696,5.255,0.73,0.4688,0.577066,0,9.22,0.052,1,0.052,1.53042,0.9,0,9,0,_
353,353,0,24.040001,3.115,0,26.67,7.68,0,2.470195,0,999,0,1.7,0,0.648,0.9,0,9,0,_
354,354,0,5.1,0.6488,0.493,4.958,1.082,0.4873,0.514498,0,8.6,0.03,1,0.05,3.234,0.9,0,9,0,_
355,355,0,2.101,0.2652,0.2011,2.051,0.4223,0.1981,0.210304,0,8.6,0.044,1,0.072,7.93933,0.9,0,9,0,_
356,356,0,5.255,0.7277,0.4688,5.255,0.7277,0.4688,0.577066,0,9.22,0.052,1,0.052,10.23586,0.9,0,9,0,_
357,357,0,2.171,0.2653,0.2093,2.116,0.4206,0.1932,0.210383,0,8.47,0.045,0.94,0.075,6.57621,1,0.166,6.71995,0,_
358,358,0,2.171,0.2653,0.2093,2.116,0.4206,0.1932,0.210383,0,8.47,0.045,0.94,0.075,6.57621,1,0.124,8.02077,0,_
359,359,0,2.03,0.323,0.272,1.99,0.497,0.268,0.256139,0,8.06,0.042,0.9,0.065,10.23586,0.9,0,9,0,_
360,360,0,0.9661,0.3105,0.2098,0.6523,0.5145,0.209,0.201825,0,7.6,0.0722,1.33,0.0626,7.26932,1,0.125,7.99,0,_
361,361,0,2.12,0.196,0.151,2.04,0.387,0.149,0.155428,0,11.5,0.043,1.3,0.087,2.63574,1,0.0987,6.11935,0,_
362,362,0,2.25,0.229,0.177,2.16,0.432,0.176,0.181597,0,10.5,0.043,1.2,0.082,4.0817,1,0.0692,6.39352,0,_
363,363,0,1.033,0.2832,0.2143,0.6118,0.6148,0.2076,0.2303,0.00431,4.485,0.0712,0.1421,0.0668,3.95,0.885,0.11,9.96,0,
364,364,0,2.614,0.264,0.225,2.484,0.712,0.248,0.236,0,8.86,0.036,2.5,0.2,9.566,1,0.22,8.572,0,____
365,365,0,0.996,0.295,0.2,0.713,0.21,0.21,0.2,0,10.94,0.09,0.2,0.2,7.93,1,0.204,5.726,0,GE_ 11
366,366,0,2.0402,0.2825,0.182,2.0402,0.2825,0.182,0.0848,0,8.93,0.045,0.959,0.035,7.041,1,0.1447,8.8577,0,GE_ 94
367,367,0,2.38,0.336,0.251,2.32,0.485,0.247,0.249,0,9.71,0.045,0.956,0.066,8.44,1,0.1655,7.467,0,___#6
368,368,0,2.0221,0.2952,0.2088,2.0221,0.4108,0.2088,0.25478,0,8.582,0.047,0.954,0.066,7.6679,1,0.138,7.757,0,___#6
369,369,0,2.0221,0.2952,0.2088,2.0221,0.4108,0.2088,0.25478,0,8.582,0.047,0.954,0.066,7.6679,1,0.126,7.73,0,___#7
